wkt_geom,ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,_band___va,_band___pa
Point (439113 557157.5),MH,,,NZ39571101,CH,C,33230,,
Point (439178.48900000000139698 557271.287999999942258),MH,,,NZ39571204,CH,S,20530,,
Point (439173.5 557345),MH,,,NZ39571301,CH,O,18980,,
Point (438901.25 557250.25),MH,,,NZ38579230,CH,C,39530,,
Point (438899.21299999998882413 557322.31900000001769513),MH,,,NZ38578312,CH,C,37830,,
Point (438909 557253.5),MH,,,NZ38579201,CH,C,39450,,
Point (438905.24900000001071021 557350.00600000005215406),MH,,3800,NZ38579301,CH,C,36920,,
Point (438915.25900000002002344 557247.73199999995995313),MH,,,NZ38579206,CH,C,39430,,
Point (438915.25 557206.5),MH,,,NZ38579203,CH,C,39950,,
Point (438919 557513.5),MH,,,NZ38579501,CH,C,29320,,
Point (438918 557192),MH,,,NZ38579105,CH,C,40140,,
Point (438926.25 557160.5),MH,,,NZ38579102,CH,C,40260,,
Point (438921.5 557209.5),MH,,,NZ38579202,CH,C,39910,,
Point (438933.25 557163),MH,,,NZ38579101,CH,C,40240,,
Point (438927.55800000001909211 557203.55200000002514571),MH,,,NZ38579207,CH,C,39950,,
Point (438988.5 557218.5),MH,,,NZ38579205,CH,C,38550,,
Point (438946 557495),MH,,,NZ38579401,CH,C,29250,,
Point (439003 557304),MH,,,NZ39570301,CH,C,34580,,
Point (438994 557232),MH,,,NZ38579204,CH,C,37530,,
Point (438811 557319.5),MH,,,NZ38578311,CH,C,38660,,
Point (438806 557538),MH,,,NZ38578501,CH,C,27830,,
Point (438824.5 557353.25),MH,,,NZ38578302,CH,C,37250,,
Point (438818 557501.5),MH,,,NZ38578502,CH,C,30340,,
Point (438839 557369.75),MH,,,NZ38578304,CH,C,36670,,
Point (438838 557513),MH,,,NZ38578503,CH,C,29870,,
Point (438855 557375),MH,,,NZ38578305,CH,C,36310,,
Point (438845.2029999999795109 557334.90000000002328306),MH,,,NZ38578303,CH,C,38030,,
Point (438858.25 557319.5),MH,,,NZ38578310,CH,C,38350,,
Point (438856.5 557392),MH,,,NZ38578307,CH,C,35600,,
Point (438860.92099999997299165 557384.88100000005215406),Null,,,NZ38578309,J,C,36070,,
Point (438858.30499999999301508 557388.2219999999506399),Null,,,NZ38578306,J,C,35840,,
Point (438877 557542),MH,,,NZ38578505,CH,C,28170,,
Point (438869 557534),MH,,,NZ38578504,CH,C,28140,,
Point (438896.5 557301),MH,,4350,NZ38578308,CH,C,38340,,
Point (438885.0590000000083819 557336.19799999997485429),MH,,3900,NZ38578313,CH,C,37570,,
Point (439542 557282),MH,,2610,NZ39575208,CH,C,31810,,
Point (439543.91000000003259629 557273.54399999999441206),MH,,,NZ39575211,CH,C,32520,,
Point (439636.5 557288),MH,,,NZ39576201,CH,C,32860,,
Point (439540.46199999999953434 557287.9030000000493601),Null,,,NZ39575209,J,C,31460,,
Point (439631.5 557293.5),MH,,,NZ39576211,CH,C,32620,,
Point (439587.5 557293.5),MH,,,NZ39575207,CH,C,31160,,
Point (438780.5 557393.5),MH,,,NZ38577304,CH,C,35590,,
Point (438776.5 557175),MH,,,NZ38577105,CH,F,42050,,
Point (438783 557256.25),MH,,,NZ38577204,CH,C,39660,,
Point (438782.5 557519.5),MH,,,NZ38577506,CH,C,29600,,
Point (438790 557507.25),MH,,,NZ38577507,CH,C,30080,,
Point (438784.5 557578),MH,,,NZ3857HD02,CH,S,23600,,
Point (438794.5 557209.5),MH,,,NZ38577205,CH,C,41140,,
Point (438792 557439.25),MH,,3700,NZ38577403,CH,C,33450,,
Point (438805 557164),MH,,,NZ38578101,CH,C,42480,,
Point (438801.25 557368.5),MH,,,NZ38578301,CH,C,36580,,
Point (439522.5 557185),MH,,,NZ39575101,CH,C,34750,,
Point (439575 557174),Null,,,NZ39575113,ZZZ,C,34490,,
Point (439610.5 557191.5),MH,,1580,NZ39576101,CH,C,33280,,
Point (439564 557188),Null,,,NZ39575112,ZZZ,C,34660,,
Point (439603.5 557219),MH,,1490,NZ39576209,CH,C,33200,,
Point (439563.5 557205),MH,,,NZ39575204,CH,C,33650,,
Point (439597.6000000000349246 557220.7780000000493601),Null,,,NZ39575210,CE,C,33230,,
Point (439596 557220),MH,,,NZ39575205,CH,C,33230,,
Point (439602.5 557223),MH,,,NZ39576204,CH,C,33200,,
Point (439603.0590000000083819 557220.86499999999068677),Null,,,NZ39576212,CE,C,33200,,
Point (439610.93300000001909211 557227.76199999998789281),Null,,,NZ39576213,CE,C,33190,,
Point (439556 557223.25),MH,,,NZ39575203,CH,C,33540,,
Point (439646 557246.5),MH,,,NZ39576202,CH,C,33150,,
Point (439612.5 557228.5),MH,,1820,NZ39576208,CH,C,33190,,
Point (439526.10300000000279397 557271.39000000001396984),MH,,,NZ39575213,CH,S,32170,,
Point (439528.35899999999674037 557269.02300000004470348),MH,,,NZ39575214,CH,F,32410,,
Point (439324.5 557212.25),MH,,,NZ3957HD20,CH,S,34450,,
Point (439299.5 557239.25),MH,,,NZ39572201,CH,C,34690,,
Point (439334.5 557255.5),MH,,,NZ39573203,CH,S,34320,,
Point (439332 557221.5),MH,,,NZ3957HD30,CH,S,34280,,
Point (439355.0779999999795109 557257.37800000002607703),MH,,,NZ39573208,CH,S,33900,,
Point (439354.56900000001769513 557254.41899999999441206),MH,,,NZ39573209,CH,F,33950,,
Point (439373.5 557215.25),MH,,,NZ39573201,CH,S,34280,,
Point (439366.25 557256.5),MH,,,NZ3957HD04,CH,S,34080,,
Point (439379.25 557179),MH,,,NZ39573106,CH,S,34320,,
Point (439377 557194),MH,,,NZ39573107,CH,S,34330,,
Point (439387.37099999998463318 557256.63500000000931323),MH,,,NZ39573207,CH,F,34240,,
Point (439382.32000000000698492 557258.72999999998137355),MH,,,NZ39573206,CH,S,34200,,
Point (439417 557233.5),MH,,,NZ39574203,CH,C,34670,,
Point (439412.5 557246.75),MH,,,NZ39574212,CH,C,34530,,
Point (439422.5 557211),MH,,,NZ39574205,CH,C,34700,,
Point (439419.5 557224.25),MH,,,NZ39574204,CH,C,34670,,
Point (439478.44300000002840534 557270.05599999998230487),MH,,,NZ39574219,CH,S,33340,,
Point (439476.56300000002374873 557267.43299999996088445),MH,,,NZ39574220,CH,F,33610,,
Point (439490.08600000001024455 557268.287999999942258),MH,,,NZ39574216,CH,S,33580,,
Point (439483.46600000001490116 557269.59999999997671694),MH,,,NZ39574218,CH,S,33610,,
Point (439493.05599999998230487 557265.47699999995529652),MH,,,NZ39574215,CH,F,33580,,
Point (439490.5 557266.25),MH,,19800,NZ39574202,CH,C,33580,,
Point (439518.25 557178),MH,,,NZ39575110,CH,C,34640,,
Point (439495 557276.25),MH,,,NZ39574201,CH,C,33010,,
Point (439254.26799999998183921 557242.26100000005681068),MH,,,NZ39572220,CH,S,35360,,
Point (439228.25 557241.5),MH,,,NZ39572206,CH,S,34160,,
Point (439258.23399999999674037 557247.17700000002514571),MH,,,NZ39572217,CH,S,34870,,
Point (439255.84399999998277053 557239.35100000002421439),MH,,,NZ39572218,CH,F,35190,,
Point (439267.59299999999348074 557252.45400000002700835),MH,,,NZ39572215,CH,F,34510,,
Point (439263.73900000000139698 557252.81200000003445894),MH,,,NZ39572214,CH,S,34520,,
Point (439284.606000000028871 557263.48199999995995313),MH,,,NZ39572212,CH,F,34520,,
Point (439284 557175),MH,,,NZ3957HD19,CH,S,35150,,
Point (436766 557162),MH,,920,NZ36577122,CH,C,54230,,
Point (436766 557160),MH,,900,NZ36577123,CH,C,54230,,
Point (436770 557143),MH,,980,NZ36577125,CH,C,55190,,
Point (436769 557175),MH,,1050,NZ36577120,CH,C,53510,,
Point (436785.5 557198.5),MH,,2500,NZ36577103,CH,C,52910,,
Point (436771.5 557220),MH,,2310,NZ36577202,CH,C,51870,,
Point (436798 557170),MH,,,NZ36577131,CH,C,53400,,
Point (436791.0719999999855645 557223.96699999994598329),Null,,,NZ36577212,J,C,51830,,
Point (436806.99699999997392297 557192.712000000057742),Null,,,NZ36578118,J,C,52880,,
Point (436803 557182),MH,,,NZ36578112,CH,C,53140,,
Point (436828 557159),MH,,1620,NZ36578111,CH,C,53520,,
Point (436808.5 557227.5),MH,,2180,NZ36578201,CH,C,51580,,
Point (436833 557174),MH,,1960,NZ36578110,CH,C,53140,,
Point (436832.89199999999254942 557221.30099999997764826),Null,,,NZ36578220,ZZZ,C,51740,,
Point (436838 557220),MH,,,NZ36578214,CH,C,51730,,
Point (436836.77600000001257285 557184.69400000001769513),Null,,,NZ36578119,J,C,52880,,
Point (436968.52399999997578561 557204.28599999996367842),Null,,,NZ36579216,J,C,50290,,
Point (436966.13400000002002344 557219.537999999942258),Null,,,NZ36579215,J,C,50040,,
Point (436971 557221),MH,,1500,NZ36579209,CH,C,50380,,
Point (436968.83100000000558794 557202.32700000004842877),Null,,,NZ36579211,J,C,50290,,
Point (436977.5 557147),MH,,4080,NZ36579101,CH,C,51830,,
Point (436976 557205),MH,,,NZ36579208,CH,C,50070,,
Point (436986 557226),MH,,610,NZ36579206,CH,C,50430,,
Point (436978.5 557141.5),HC,,,NZ36579103,CH,C,51970,,
Point (437024 557143),MH,,,NZ37570109,CH,C,51140,,
Point (436990 557208),MH,,830,NZ36579207,CH,C,49980,,
Point (436755 557175),MH,,1150,NZ36577118,CH,C,53610,,
Point (437025.5 557197.5),MH,,,NZ37570102,CH,C,49920,,
Point (436765 557142),MH,,1010,NZ36577126,CH,C,55270,,
Point (436764 557175),MH,,1160,NZ36577119,CH,C,53550,,
Point (436765 557155),MH,,850,NZ36577124,CH,C,54490,,
Point (436765 557139),MH,,880,NZ36577127,CH,C,55530,,
Point (436891 557144),MH,,1570,NZ36578108,CH,C,53010,,
Point (436890 557216),MH,,,NZ36578209,CH,C,51230,,
Point (436894 557157),MH,,1910,NZ36578107,CH,C,52440,,
Point (436891 557179),MH,,,NZ36578106,CH,C,51770,,
Point (436913.5 557164),MH,,3500,NZ36579102,CH,C,52110,,
Point (436896.79200000001583248 557168.50800000003073364),Null,,,NZ36578121,J,C,52020,,
Point (436921 557226),MH,,1430,NZ36579203,CH,C,50350,,
Point (436919 557170),MH,,,NZ36579104,CH,C,51690,,
Point (436929.65000000002328306 557159.7099999999627471),Null,,,NZ36579120,J,C,52190,,
Point (436926 557148),MH,,2020,NZ36579108,CH,C,52570,,
Point (436953 557219),MH,,,NZ36579205,CH,C,50180,,
Point (436945 557195),MH,,1070,NZ36579107,CH,C,50640,,
Point (436956 557192),MH,,,NZ36579106,CH,C,50640,,
Point (436953.73200000001816079 557197.50100000004749745),MH,,1740,NZ36579105,CH,C,50580,,
Point (436965.59600000001955777 557222.97299999999813735),Null,,,NZ36579214,J,C,50290,,
Point (436956.5659999999916181 557198.40599999995902181),Null,,,NZ36579121,J,C,50520,,
Point (438514 557261.5),MH,,,NZ38575208,CH,C,40230,,
Point (438396.18900000001303852 557257.95400000002700835),MH,,,NZ38573204,CH,S,39320,,
Point (438438.71899999998277053 557269.44900000002235174),MH,,,NZ38574213,CH,S,39690,,
Point (438437.75799999997252598 557266.79200000001583248),MH,,,NZ38574212,CH,F,39690,,
Point (438452.99900000001071021 557274.38000000000465661),MH,,,NZ38574214,CH,F,39800,,
Point (438616.5 557273.5),MH,,,NZ38576201,CH,C,39240,,
Point (438593.5 557276.5),Null,,,NZ38575207,J,C,39080,,
Point (438450.28000000002793968 557275.39099999994505197),MH,,,NZ38574215,CH,S,39660,,
Point (438470.6909999999916181 557280.03899999998975545),MH,,,NZ38574216,CH,S,39590,,
Point (438585 557277.5),MH,,,NZ38575201,CH,C,39160,,
Point (438387.33199999999487773 557282.67399999999906868),MH,,,NZ38573206,CH,F,38500,,
Point (438390.03499999997438863 557280.18099999998230487),MH,,,NZ38573205,CH,S,38580,,
Point (436863 557165),MH,,,NZ36578109,CH,C,52650,,
Point (436863 557189),MH,,1700,NZ36578105,CH,C,52310,,
Point (436888.29800000000977889 557170.80000000004656613),Null,,,NZ36578122,J,C,51970,,
Point (436865.893999999971129 557176.84600000001955777),Null,,,NZ36578120,J,C,52360,,
Point (438481 557211),MH,,,NZ38574207,CH,C,41070,,
Point (438408.5 557208.5),MH,,,NZ38574204,CH,C,40310,,
Point (438584 557218.5),MH,,,NZ38575204,CH,C,40260,,
Point (438405.5 557218),MH,,,NZ38574209,CH,C,40260,,
Point (438409 557225),MH,,,NZ38574208,CH,C,40210,,
Point (438404 557223),MH,,,NZ38574203,CH,C,40160,,
Point (438528.72299999999813735 557232.46499999996740371),Null,,,NZ38575209,CE,C,40760,,
Point (438473.5 557231),MH,,,NZ38574206,CH,C,40990,,
Point (438469.5 557239),MH,,,NZ38574205,CH,C,40930,,
Point (438526.75 557237),MH,,1880,NZ38575206,CH,C,40750,,
Point (438497 557243.75),MH,,9600,NZ38574202,CH,C,40980,,
Point (438467.5 557242.75),MH,,2300,NZ38574201,CH,C,40770,,
Point (438588 557253.5),MH,,,NZ38575202,CH,C,39640,,
Point (438444.93300000001909211 557248.37399999995250255),MH,,,NZ38574211,CH,S,40290,,
Point (438593 557257.25),MH,,,NZ38575203,CH,C,39470,,
Point (438395.2970000000204891 557255.75699999998323619),MH,,,NZ38573203,CH,F,39320,,
Point (438014.81699999998090789 557229.43900000001303852),MH,,,NZ38570209,CH,S,36680,,
Point (438014.20500000001629815 557227.42700000002514571),MH,,,NZ38570208,CH,F,36680,,
Point (438019.91399999998975545 557217.42399999999906868),MH,,,NZ38570206,CH,S,36510,,
Point (438017.35100000002421439 557217.97900000005029142),MH,,2240,NZ38570203,CH,S,36510,,
Point (438029.49099999997997656 557213.7900000000372529),MH,,1900,NZ38570205,CH,C,36350,,
Point (438020.06900000001769513 557215.01599999994505197),MH,,2350,NZ38570204,CH,C,36460,,
Point (438051 557331),Null,,,NZ38570304,LH,C,36250,,
Point (438039.19599999999627471 557186.8159999999916181),MH,,,NZ38570105,CH,C,36160,,
Point (438059.5 557196.5),MH,,,NZ38570104,CH,C,35940,,
Point (438053 557356),MH,,,NZ38570305,CH,C,36330,,
Point (438079.5 557304),MH,,,NZ38570302,CH,C,35330,,
Point (438066.5 557200),MH,,,NZ38570201,CH,C,35840,,
Point (438548.5 557167),Null,,,NZ38575103,LH,C,40740,,
Point (438080.5 557246),MH,,,NZ3857WC02,CH,W,35600,,
Point (438434 557203.5),MH,,,NZ38574210,CH,C,40680,,
Point (438440.5 557187),MH,,,NZ38574102,CH,C,40880,,
Point (437957.87900000001536682 557370.11600000003818423),MH,,3000,NZ37579307,CH,C,38280,,
Point (437957.41899999999441206 557374.8349999999627471),MH,,3010,NZ37579306,CH,S,38280,,
Point (437961.14000000001396984 557294.74699999997392297),MH,,1520,NZ37579205,CH,S,37940,,
Point (437960.18300000001909211 557451.21499999996740371),MH,,2710,NZ37579402,CH,F,37720,,
Point (437972.8279999999795109 557268.71699999994598329),MH,,1620,NZ37579207,CH,S,37340,,
Point (437962.20600000000558794 557451.21499999996740371),MH,,2020,NZ37579403,CH,S,37720,,
Point (437982.0590000000083819 557230.50199999997857958),MH,,1710,NZ37579209,CH,S,36930,,
Point (437974.16399999998975545 557271.05099999997764826),MH,,,NZ37579206,CH,F,37400,,
Point (437987 557330.5),MH,,,NZ37579303,CH,C,37800,,
Point (437984.66100000002188608 557227.42599999997764826),MH,,2050,NZ37579208,CH,F,36870,,
Point (437998.93599999998696148 557222.35199999995529652),MH,,,NZ37579210,CH,F,36780,,
Point (437988 557355.5),MH,,,NZ37579304,CH,C,37640,,
Point (438001.3090000000083819 557221.59100000001490116),Null,,,NZ38570210,CE,F,36730,,
Point (438000.22000000003026798 557224.337000000057742),MH,,,NZ38570207,CH,S,36730,,
Point (438002.25 557303),FC,,,NZ38570303,CH,C,37570,,
Point (438001.96100000001024455 557223.44000000006053597),Null,,,NZ38570211,CE,S,36730,,
Point (438299.5 557231),Null,,,NZ38572204,LH,C,38390,,
Point (438156 557213.5),MH,,,NZ38571204,CH,C,35160,,
Point (438152.5 557239.5),MH,,,NZ38571203,CH,C,34030,,
Point (438214.5 557235),FC,,,NZ38572203,CH,C,36080,,
Point (438279.5 557252),MH,,,NZ38572201,CH,C,37550,,
Point (438152 557242.5),MH,,,NZ38571202,CH,C,33990,,
Point (438252.5 557273.5),MH,,,NZ38572202,CH,C,36480,,
Point (438185 557252),MH,,,NZ38571206,CH,C,34160,,
Point (438182 557292.5),MH,,,NZ3857WC03,CH,W,33460,,
Point (438150 557283.5),MH,,,NZ38571201,CH,C,34020,,
Point (438315.31800000002840534 557307.38300000003073364),MH,,,NZ38573302,CH,S,36750,,
Point (438156.5 557304.5),MH,,,NZ38571303,CH,C,33470,,
Point (438102.5 557331),Null,,,NZ38571304,LH,C,34760,,
Point (438311.53399999998509884 557308.29200000001583248),MH,,,NZ38573303,CH,F,36680,,
Point (437956.33799999998882413 557188.90500000002793968),MH,,2620,NZ37579109,CH,S,36550,,
Point (437950.5719999999855645 557429.2970000000204891),MH,,2340,NZ37579404,CH,S,38170,,
Point (436926.96700000000419095 557249.47400000004563481),Null,,,NZ36579212,J,C,50690,,
Point (436727 557248.5),MH,,,NZ36577201,CH,C,51160,,
Point (436890 557251),MH,,1550,NZ36578207,CH,C,50860,,
Point (436814.71600000001490116 557250.11899999994784594),MH,,840,NZ36578203,CH,C,50640,,
Point (436842.96000000002095476 557255.43599999998696148),MH,,730,NZ36578205,CH,C,50710,,
Point (437025 557253),MH,,1750,NZ37570203,CH,C,48240,,
Point (436722 557255.5),MH,,,NZ36577204,CH,S,50920,,
Point (436960.5 557255.5),MH,,2830,NZ36579201,CH,C,49980,,
Point (436888 557264),MH,,690,NZ36578208,CH,C,50900,,
Point (436924 557259),MH,,,NZ36579202,CH,C,50880,,
Point (436894.33399999997345731 557265.02099999994970858),Null,,,NZ36578223,CE,C,50750,,
Point (437024.97999999998137355 557264.50800000003073364),Null,,,NZ37570207,J,C,47680,,
Point (438311.5 557200.5),MH,,,NZ38573201,CH,C,38990,,
Point (436917.85499999998137355 557269.28000000002793968),MH,,,NZ36579218,CH,C,50680,,
Point (438325 557203),MH,,,NZ38573202,CH,C,39200,,
Point (438130 557201.5),MH,,,NZ38571205,CH,C,35620,,
Point (436886.91800000000512227 557229.92500000004656613),MH,,,NZ36578210,CH,C,51190,,
Point (436818.97600000002421439 557229.46699999994598329),Null,,,NZ36578215,J,C,51560,,
Point (436788 557232),MH,,1720,NZ36577210,CH,C,51410,,
Point (436711 557230),MH,,1350,NZ36577208,CH,C,52340,,
Point (436662.5 557236),MH,,,NZ36576201,CH,C,53780,,
Point (436847.44199999998090789 557234.80099999997764826),Null,,,NZ36578216,J,C,51440,,
Point (436855.1190000000060536 557236.23999999999068677),Null,,,NZ36578219,J,C,51490,,
Point (436919 557236),MH,,1520,NZ36579204,CH,C,50390,,
Point (437026 557240),MH,,1410,NZ37570202,CH,C,48850,,
Point (436817.47700000001350418 557237.07999999995809048),MH,,1570,NZ36578204,CH,C,51130,,
Point (436884.55099999997764826 557241.75899999996181577),Null,,,NZ36578218,J,C,51170,,
Point (436845.70699999999487773 557241.69900000002235174),MH,,,NZ36578206,CH,C,51180,,
Point (436896.5 557244),MH,,2400,NZ36578202,CH,C,50820,,
Point (436891.62400000001071021 557243.0849999999627471),Null,,,NZ36578217,J,C,50940,,
Point (436916.47800000000279397 557247.45900000003166497),Null,,,NZ36579213,J,C,50550,,
Point (436785 557245),MH,,480,NZ36577209,CH,C,50760,,
Point (437231 557293.5),MH,44720,3500,NZ37572201,CH,C,44290,,
Point (437260 557293.5),HC,43892,2360,NZ37572203,CH,C,43820,,
Point (437311 557300.5),HC,,2430,NZ37573303,CH,C,42770,,
Point (437260 557296.5),MH,43899,3630,NZ37572202,CH,C,43760,,
Point (437310.5 557303.5),MH,,3220,NZ37573302,CH,C,42770,,
Point (437198 557302),MH,,1650,NZ37571301,CH,C,44720,,
Point (437305.5 557313.5),MH,,2920,NZ37573301,CH,C,42770,,
Point (437195 557313),MH,,1150,NZ37571300,CH,C,44670,,
Point (437120 557387),MH,,,NZ3757P018,CH,C,44110,,
Point (437065.5 557379),MH,,,NZ3757P017,CH,C,44120,,
Point (437210.5 557400),MH,,,NZ3757P020,CH,C,44130,,
Point (437141.5 557390),MH,,,NZ3757P008,CH,C,43990,,
Point (437270 557409),MH,,,NZ3757P010,CH,C,42850,,
Point (437292 557401),MH,,,NZ3757P021,CH,C,42440,,
Point (436705 557229),MH,,1450,NZ36577206,CH,C,52720,,
Point (436699 557228),MH,,1300,NZ36576224,CH,C,53060,,
Point (437109 557247),MH,,1050,NZ37571203,CH,C,47550,,
Point (437225 557246),MH,,,NZ37572206,CH,C,44940,,
Point (437137.28700000001117587 557250.04200000001583248),Null,,,NZ37571218,ZZZ,C,46750,,
Point (437232.14000000001396984 557247.4150000000372529),Null,,,NZ37572209,J,C,44860,,
Point (437071 557259),MH,,2050,NZ37570204,CH,C,47690,,
Point (437149 557258),MH,,,NZ37571204,CH,C,46450,,
Point (437155.79499999998370185 557263.41700000001583248),Null,,,NZ37571216,J,C,46150,,
Point (437106 557263),MH,,1660,NZ37571202,CH,C,47280,,
Point (437067.5 557270.5),MH,,3410,NZ37570201,CH,C,46800,,
Point (437198 557266),MH,,1250,NZ37571210,CH,C,45160,,
Point (437105.86700000002747402 557275.70200000004842877),Null,,,NZ37571212,J,C,46420,,
Point (437071.4469999999855645 557271.03500000003259629),Null,,,NZ37570208,J,C,46770,,
Point (437156 557282.5),MH,,,NZ37571201,CH,C,45900,,
Point (437199 557280),MH,,1560,NZ37571209,CH,C,44970,,
Point (437199.90299999999115244 557288.93900000001303852),Null,,,NZ37571217,J,C,44910,,
Point (437198.75400000001536682 557288.77000000001862645),Null,,,NZ37571211,J,C,44910,,
Point (438515.36700000002747402 557455.268999999971129),MH,,,NZ38575409,CH,F,32890,,
Point (438514.85999999998603016 557452.71799999999348074),MH,,,NZ38575408,CH,S,33020,,
Point (438527 557312),MH,,,NZ38575303,CH,C,38550,,
Point (438526.5 557307.5),MH,,,NZ38575306,CH,C,38750,,
Point (438539 557453.5),MH,,,NZ38575402,CH,C,33090,,
Point (438532.5 557384.5),MH,,,NZ38575301,CH,C,35660,,
Point (438573.75 557308),MH,,,NZ38575304,CH,C,38530,,
Point (438573 557304),MH,,,NZ38575305,CH,C,38690,,
Point (438590.25 557452.5),MH,,,NZ38575403,CH,C,32930,,
Point (438581.5 557382.5),MH,,,NZ38575302,CH,C,35570,,
Point (438607.25 557390),MH,,,NZ38576307,CH,C,35150,,
Point (438606 557365.5),Null,,,NZ38576302,LH,C,36120,,
Point (438620.5 557424),MH,,,NZ38576408,CH,C,34000,,
Point (438614.25 557434.25),MH,,,NZ38576407,CH,C,33630,,
Point (437209 557245),MH,,1410,NZ37572207,CH,C,45250,,
Point (438621.5 557346),MH,,,NZ38576310,CH,C,36940,,
Point (438442.40000000002328306 557416.93200000002980232),MH,,,NZ38574408,CH,S,34380,,
Point (438441.54999999998835847 557377.95200000004842877),MH,,,NZ38574306,CH,F,36320,,
Point (438445.28100000001722947 557294.76000000000931323),MH,,,NZ38574217,CH,S,39190,,
Point (438444.70899999997345731 557414.32099999999627471),MH,,,NZ38574407,CH,F,34600,,
Point (438446.64699999999720603 557298.56499999994412065),MH,,,NZ38574218,CH,F,39040,,
Point (438445.87199999997392297 557451.80799999996088445),MH,,,NZ38574411,CH,S,32310,,
Point (438467 557445),MH,,3430,NZ38574404,CH,C,33020,,
Point (438448.32099999999627471 557454.26399999996647239),MH,,,NZ38574412,CH,F,32310,,
Point (438478.393999999971129 557454.87699999997857958),MH,,,NZ38574414,CH,F,32920,,
Point (438475.85399999999208376 557452.06200000003445894),MH,,,NZ38574413,CH,S,32920,,
Point (438486.5 557389),MH,,,NZ38574302,CH,C,35510,,
Point (438481.5 557337.5),MH,,,NZ38574303,CH,C,37650,,
Point (438493 557454),MH,,2000,NZ38574406,CH,C,32960,,
Point (438492 557448),MH,,2000,NZ38574405,CH,C,33110,,
Point (438504 557283),MH,,,NZ38575205,CH,C,39680,,
Point (438495.89299999998183921 557452.16399999998975545),MH,,,NZ38574415,CH,S,32980,,
Point (438383.49699999997392297 557372.19000000006053597),MH,,,NZ38573312,CH,S,36070,,
Point (438383.19500000000698492 557299.55700000002980232),MH,,,NZ38573208,CH,S,38030,,
Point (438386 557391),MH,,3450,NZ38573301,CH,C,35660,,
Point (438383.6780000000144355 557413.90000000002328306),MH,,,NZ38573404,CH,F,35070,,
Point (438386.6840000000083819 557413.07400000002235174),MH,,,NZ38573403,CH,S,35050,,
Point (438386.50300000002607703 557296.60100000002421439),MH,,,NZ38573207,CH,F,38110,,
Point (438394.26400000002468005 557438.82999999995809048),MH,,,NZ38573411,CH,F,33480,,
Point (438393.16999999998370185 557436.30099999997764826),MH,,,NZ38573410,CH,S,33480,,
Point (438419.39500000001862645 557446.03099999995902181),MH,,,NZ38574410,CH,F,32630,,
Point (438417.21199999999953434 557443.28899999998975545),MH,,,NZ38574409,CH,S,33090,,
Point (438428.5 557410.25),MH,,3120,NZ38574403,CH,C,34750,,
Point (438427 557416),MH,,4070,NZ38574402,CH,C,34440,,
Point (438436.22299999999813735 557322.16000000003259629),MH,,,NZ38574304,CH,S,38240,,
Point (438430.5 557308.75),MH,,3180,NZ38574301,CH,C,38560,,
Point (438439.51099999999860302 557382.03500000003259629),MH,,,NZ38574307,CH,S,36160,,
Point (438438.43200000002980232 557325.31499999994412065),MH,,,NZ38574305,CH,F,38100,,
Point (438340.88599999999860302 557449.2780000000493601),MH,,,NZ38573414,CH,S,32300,,
Point (437594.54599999997299165 557446.24899999995250255),MH,,8260,NZ37575401,CH,C,39880,,
Point (438357.42700000002514571 557322.35499999998137355),MH,,,NZ38573307,CH,F,36970,,
Point (438343.91499999997904524 557453.73600000003352761),MH,,,NZ38573415,CH,C,31990,,
Point (438364 557464),MH,,,NZ3857WC05,CH,W,31540,,
Point (438362.04200000001583248 557322.2900000000372529),MH,,,NZ38573306,CH,S,37050,,
Point (438369.8879999999771826 557332.42500000004656613),MH,,,NZ38573309,CH,F,36870,,
Point (438366.14299999998183921 557428.05099999997764826),MH,,,NZ38573407,CH,F,34020,,
Point (438377.32600000000093132 557344.35800000000745058),MH,,,NZ38573311,CH,F,36770,,
Point (438370.3279999999795109 557329.4599999999627471),MH,,,NZ38573308,CH,S,37080,,
Point (438377.76799999998183921 557318.80700000002980232),MH,,,NZ38573305,CH,S,37420,,
Point (438377.76400000002468005 557434.07999999995809048),MH,,,NZ38573409,CH,F,33740,,
Point (438380.37199999997392297 557317.89899999997578561),MH,,,NZ38573304,CH,F,37500,,
Point (438378.92599999997764826 557341.88000000000465661),MH,,,NZ38573310,CH,S,36770,,
Point (438381.49900000001071021 557374.9409999999916181),MH,,,NZ38573313,CH,F,36070,,
Point (438380.62199999997392297 557433.68500000005587935),MH,,,NZ38573408,CH,S,33770,,
Point (436937 557094),MH,,,NZ36579015,CH,C,53650,,
Point (436999 557086),MH,,,NZ36579016,CH,C,52260,,
Point (436975 557099),MH,,1690,NZ36579013,CH,C,52640,,
Point (436961.43099999998230487 557096.337000000057742),MH,,,NZ36579014,CH,C,53000,,
Point (436932.31099999998696148 557100.76699999999254942),Null,,,NZ36579119,J,C,53670,,
Point (436930.90399999998044223 557099.52599999995436519),Null,,,NZ36579022,J,C,53720,,
Point (436985.62300000002142042 557102.59400000004097819),Null,,,NZ36579124,J,C,52360,,
Point (436985.84000000002561137 557101.40800000005401671),Null,,,NZ36579125,J,C,52360,,
Point (437010 557105),MH,,680,NZ37570118,CH,C,51710,,
Point (436995 557103),MH,,1990,NZ36579116,CH,C,52120,,
Point (436925 557107),MH,,1940,NZ36579112,CH,C,53740,,
