wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((438150 558256, 438151.20100000000093132 558254.38199999998323619, 438173.44199999998090789 558228.481000000028871, 438176.26600000000325963 558225.05200000002514571, 438177.4409999999916181 558222.16200000001117587, 438178.46000000002095476 558217.96900000004097819, 438179.5 558211.25))",1640,1250,NZ38581205,NZ38581204,GRV,225,,VC,1945,225,1.5,Z,C,,STE-S006986
"MultiLineString ((438269.25 558246.5, 438182.5 558233.25))",,,NZ38581207,NZ38582204,GRV,,,Z,1945,225,1.6,Z,S,,STE-S024508
"MultiLineString ((438298.5 558241.5, 438290 558211.5))",5700,,NZ38582201,NZ38582203,GRV,300,,Z,1945,300,5.6,Z,C,,STE-S006998
"MultiLineString ((438312 558277.25, 438285.5 558277.5))",8520,6560,NZ38582202,NZ38583201,GRV,900,,CO,1945,900,6.6,Z,C,,STE-S024520
"MultiLineString ((438151 558295, 438150 558256))",1230,2840,NZ38581204,NZ38581201,GRV,225,,Z,1945,225,2.8,Z,C,,STE-S024507
"MultiLineString ((438360 558280, 438355.58199999999487773 558279.66599999996833503))",,5560,NZ38583210,NZ38583202,GRV,1050,,Z,1965,1050,4.7,Z,C,,STE-S007013
"MultiLineString ((438355.58199999999487773 558279.66599999996833503, 438312 558277.25))",6500,,NZ38583201,NZ38583210,GRV,,,Z,1965,1050,6.5,Z,C,,STE-S024530
"MultiLineString ((437848.60200000001350418 558247.70600000000558794, 437819.08199999999487773 558255.59100000001490116))",,,NZ3758P030,NZ3758P029,GRV,,,Z,,,,Z,F,,STE-S1329602
"MultiLineString ((437856.08299999998416752 558167.09600000001955777, 437805.64000000001396984 558131.46100000001024455))",,,NZ37588103,NZ37588101,GRV,600,,CO,1945,600,3.7,Z,S,,STE-S024951
"MultiLineString ((437912.26400000002468005 558211.53099999995902181, 437854.50199999997857958 558169.93900000001303852))",,,NZ37588102,NZ37589204,GRV,225,,VC,1945,225,3.4,Z,F,,STE-S007418
"MultiLineString ((437861.65100000001257285 558230.78399999998509884, 437836.77100000000791624 558237.31900000001769513))",,,NZ37588204,NZ37588201,GRV,,,Z,,,,Z,S,,STE-S1329599
"MultiLineString ((437948.32900000002700835 558238.40500000002793968, 437912.26400000002468005 558211.53099999995902181))",,,NZ37589204,NZ37589206,GRV,225,,VC,1945,225,3.7,Z,F,,STE-S024939
"MultiLineString ((437913.25900000002002344 558208.10300000000279397, 437856.08299999998416752 558167.09600000001955777))",,,NZ37588101,NZ37589205,GRV,600,,CO,1945,600,3.1,Z,S,,STE-S007428
"MultiLineString ((438152.60200000001350418 558162.58200000005308539, 438136.71399999997811392 558152.768999999971129))",,,NZ38581112,NZ38581113,GRV,,,Z,1965,600,2,Z,O,,STE-S318012
"MultiLineString ((438152.60200000001350418 558162.58200000005308539, 438155.73499999998603016 558151.92000000004190952))",,,NZ38581111,NZ38581113,GRV,,,Z,1965,375,2.1,Z,C,,STE-S318010
"MultiLineString ((438259.5 558164, 438325 558170.5))",2120,1780,NZ38583101,NZ38582101,GRV,225,,Z,1945,225,1.8,Z,C,,STE-S024529
"MultiLineString ((438138.81699999998090789 558181.50699999998323619, 438152.60200000001350418 558162.58200000005308539))",,,NZ38581113,NZ38581115,GRV,,,Z,1965,375,2.1,Z,C,,STE-S318009
"MultiLineString ((438139.25 558191.5, 438138.81699999998090789 558181.50699999998323619))",,5710,NZ38581115,NZ38581102,GRV,,,Z,1925,150,2,Z,C,,STE-S318008
"MultiLineString ((438303 558205.25, 438325 558170.5))",2100,2100,NZ38583101,NZ38583208,GRV,225,,Z,1945,225,2.1,Z,C,,STE-S007008
"MultiLineString ((438145.09000000002561137 558192.18599999998696148, 438139.25 558191.5))",5710,,NZ38581102,NZ38581110,GRV,1050,,Z,1965,1050,5.5,Z,C,,STE-S006979
"MultiLineString ((438183.5 558185, 438182.32500000001164153 558185.912999999942258, 438175.67399999999906868 558191.08600000001024455, 438174.5 558192))",2800,,NZ38581106,NZ38581107,GRV,300,,Z,1945,300,2.8,Z,C,,STE-S006982
"MultiLineString ((438174.5 558192, 438174.13599999999860302 558193.45200000004842877, 438173.8620000000228174 558194.5470000000204891, 438173.5 558196))",2950,2890,NZ38581105,NZ38581106,GRV,300,,VC,1945,300,2.9,Z,C,,STE-S024503
"MultiLineString ((438145.25 558317.5, 438139.25 558191.5))",5710,,NZ38581102,NZ38581302,GRV,1200,,Z,1925,1200,9.3,Z,C,,STE-S024500
"MultiLineString ((438151 558196.5, 438145.09000000002561137 558192.18599999998696148))",,4260,NZ38581110,NZ38581108,GRV,300,,Z,1925,300,4.3,Z,C,,STE-S024505
"MultiLineString ((438173.5 558196, 438172.02600000001257285 558195.80200000002514571, 438145.09000000002561137 558192.18599999998696148))",,6450,NZ38581110,NZ38581105,GRV,1050,,Z,1945,1050,6.2,Z,C,,STE-S006983
"MultiLineString ((438176.5 558199.25, 438175.48599999997531995 558198.15200000000186265, 438174.5129999999771826 558197.0969999999506399, 438173.5 558196))",5500,5300,NZ38581105,NZ38581101,GRV,300,,VC,1945,300,4.8,Z,C,,STE-S006981
"MultiLineString ((438290 558211.5, 438174.97399999998742715 558196.19599999999627471, 438173.5 558196))",6440,6290,NZ38581105,NZ38582201,GRV,1050,,CO,1945,1050,6.7,Z,C,,STE-S024502
"MultiLineString ((438186.5 558200, 438185.01400000002468005 558199.88800000003539026, 438177.98499999998603016 558199.36100000003352761, 438176.5 558199.25))",5300,5200,NZ38581101,NZ38581202,GRV,300,,VC,1945,300,5.2,Z,C,,STE-S024499
"MultiLineString ((438167.75 558205, 438167.78899999998975545 558201.55099999997764826, 438166.27799999999115244 558199.31799999997019768, 438164.63299999997252598 558198.67399999999906868, 438162.8620000000228174 558197.99699999997392297, 438151 558196.5))",,4560,NZ38581108,NZ38581203,GRV,,,Z,1945,300,4.6,Z,S,,STE-S024504
"MultiLineString ((437612.5 558537, 437605 558524.25))",1700,,NZ37586503,NZ37586504,GRV,,,Z,,,,Z,C,,STE-S006688
"MultiLineString ((437604 558639.5, 437638 558637))",1430,1510,NZ37586602,NZ37586603,GRV,225,,VC,1945,225,1.5,Z,C,,STE-S006689
"MultiLineString ((437628 558520.5, 437622 558492))",,,NZ37586401,NZ37586502,GRV,225,,VC,1955,225,2.8,Z,C,,STE-S024236
"MultiLineString ((437622 558492, 437713.5 558479.5))",,,NZ37587401,NZ37586401,GRV,1125,1000,BR,1905,1200,4.5,Z,C,,STE-S007392
"MultiLineString ((437682.75 558513.5, 437628 558520.5))",,1760,NZ37586502,NZ37586501,GRV,225,,Z,1955,225,1.9,Z,C,,STE-S024208
"MultiLineString ((437626.79300000000512227 558421.12100000004284084, 437694.3500000000349246 558411.34199999994598329))",2500,,NZ37586402,NZ37586403,PMP,150,,Z,,,,Z,F,,STE-S007425
"MultiLineString ((437638 558637, 437682.5 558633))",2230,1440,NZ37586601,NZ37586602,GRV,225,,VC,1945,225,1.8,Z,C,,STE-S024209
"MultiLineString ((437629.21299999998882413 558535.787999999942258, 437628 558520.5))",,,NZ37586502,NZ37586505,GRV,,,Z,,,,Z,C,,STE-S006687
"MultiLineString ((437682.5 558633, 437775 558623))",4900,2240,NZ37587602,NZ37586601,GRV,225,,VC,1905,225,3.6,Z,C,,STE-S006693
"MultiLineString ((437757 558424, 437667.5 558439))",,,NZ3758HD14,NZ3758HD05,GRV,375,,Z,,,,Z,S,,STE-S024914
"MultiLineString ((438188.25 558142.5, 438195 558075.25))",4900,1920,NZ38581004,NZ38581104,GRV,225,,VC,1945,225,3.4,Z,C,,STE-S024497
"MultiLineString ((437737.22600000002421439 558314.93799999996554106, 437720.91300000000046566 558251.29500000004190952))",,,NZ37587201,NZ37587303,GRV,,,Z,1985,150,1.4,Z,F,,STE-S007616
"MultiLineString ((438385.72399999998742715 558117.79500000004190952, 438385.21199999999953434 558116.17900000000372529))",,,NZ3858P004,NZ3858P003,GRV,,,,,,,Z,S,,STE-S1272043
"MultiLineString ((438325 558170.5, 438335.25 558085.5))",3300,2120,NZ38583001,NZ38583101,GRV,225,,VC,1945,225,3.5,Z,C,,STE-S024528
"MultiLineString ((438198.5 558156.5, 438188.25 558142.5))",1900,1930,NZ38581104,NZ38581109,GRV,225,,Z,1945,225,1.9,Z,C,,STE-S006980
"MultiLineString ((438393.6909999999916181 558142.9599999999627471, 438385.72399999998742715 558117.79500000004190952))",,,NZ3858P003,NZ3858P002,GRV,,,,,,,Z,S,,STE-S1272042
"MultiLineString ((437514.81800000002840534 558324.68700000003445894, 437515.58899999997811392 558316.20900000003166497))",,,NZ37585303,NZ37585302,GRV,225,,VC,1945,225,3.7,Z,F,,STE-S024945
"MultiLineString ((437605 558524.25, 437511.5 558533))",1930,1740,NZ37585502,NZ37586503,GRV,225,,VC,1955,225,1.9,Z,C,,STE-S024202
"MultiLineString ((437519.5 558547, 437517.1379999999771826 558542.7219999999506399))",,,NZ3758AT01,NZ3758P008,GRV,,,Z,,,,Z,C,,STE-S006682
"MultiLineString ((437515.58899999997811392 558316.20900000003166497, 437530.58899999997811392 558289.88199999998323619, 437531.33199999999487773 558288.57999999995809048))",,,NZ37585205,NZ37585303,GRV,225,,VC,1945,225,4.7,Z,F,,STE-S024946
"MultiLineString ((437534 558297.25, 437532.65700000000651926 558296.60400000005029142, 437522.34200000000419095 558291.64500000001862645, 437521 558291))",1220,,NZ37585201,NZ37585203,GRV,375,,CO,1945,375,1.6,Z,S,,STE-S007389
"MultiLineString ((437517.87599999998928979 558432.4409999999916181, 437626.79300000000512227 558421.12100000004284084))",,,NZ37586403,NZ37585402,PMP,150,,PVC,,,,Z,F,,STE-S024948
"MultiLineString ((437529.12599999998928979 558280.19200000003911555, 437529.46100000001024455 558281.64699999999720603, 437530.47700000001350418 558285.72299999999813735, 437531.33199999999487773 558288.57999999995809048))",,,NZ37585205,NZ37585206,GRV,225,,VC,1945,225,5.2,Z,F,,STE-S024944
"MultiLineString ((437575.74699999997392297 558390.74899999995250255, 437524.89299999998183921 558401.97699999995529652))",,,NZ37585405,NZ37585304,GRV,300,,VC,1945,300,3.6,Z,S,,STE-S024913
"MultiLineString ((437531.5 558505.5, 437533.5 558510.5))",,,NZ37585501,NZ3758P019,GRV,,,Z,,,,Z,C,,STE-S006681
"MultiLineString ((437531.33199999999487773 558288.57999999995809048, 437532.62199999997392297 558289.33999999996740371, 437537.90200000000186265 558292.45400000002700835, 437539.65299999999115244 558293.48600000003352761))",,,NZ37585204,NZ37585205,GRV,225,,VC,1945,225,5.2,Z,F,,STE-S007423
"MultiLineString ((437533.5 558510.5, 437622 558492))",,,NZ37586401,NZ37585501,GRV,975,,X,1915,1050,3.6,Z,C,,STE-S006716
"MultiLineString ((437626.88000000000465661 558384.75899999996181577, 437532.43800000002374873 558412.23999999999068677))",,,NZ37585404,NZ37586301,GRV,150,,VC,1945,150,2.9,Z,F,,STE-S007424
"MultiLineString ((437662.65000000002328306 558368.46699999994598329, 437575.74699999997392297 558390.74899999995250255))",,,NZ37585304,NZ37586302,GRV,300,,VC,1945,300,2.3,Z,S,,STE-S007390
"MultiLineString ((437539.65299999999115244 558293.48600000003352761, 437538.81900000001769513 558294.04099999996833503, 437535.23999999999068677 558296.42299999995157123, 437534 558297.25))",,,NZ37585203,NZ37585204,GRV,,,Z,1945,300,6,Z,F,,STE-S024947
"MultiLineString ((437577.25 558652.75, 437604 558639.5))",1510,1600,NZ37586603,NZ37585601,GRV,225,,VC,1945,225,1.6,Z,C,,STE-S024210
"MultiLineString ((437667.5 558439, 437577 558452))",,,NZ3758HD04,NZ3758HD14,GRV,450,,Z,,,,Z,S,,STE-S007391
"MultiLineString ((437927 558368.75, 437844.5 558406))",,,NZ3758HD06,NZ3758HD15,GRV,300,,Z,,,,Z,S,,STE-S024920
"MultiLineString ((437808.75 558578, 437801.09000000002561137 558452.48800000001210719, 437801 558451))",,1540,NZ37588402,NZ37588501,GRV,300,,VC,1925,300,1.6,Z,C,,STE-S024237
"MultiLineString ((437861 558487, 437858 558424.5))",,1590,NZ37588401,NZ37588403,GRV,225,,VC,1905,225,4.4,Z,C,,STE-S007397
"MultiLineString ((437858 558424.5, 437946.5 558392.5))",,,NZ37589301,NZ37588401,GRV,1200,,X,1875,1200,7.2,Z,C,,STE-S007398
"MultiLineString ((437917.5 558405.5, 437946.5 558392.5))",,2000,NZ37589301,NZ37589401,GRV,300,,VC,1925,300,5.1,Z,C,,STE-S007399
"MultiLineString ((437865 558553.5, 437861 558487))",1580,1700,NZ37588403,NZ37588502,GRV,225,,VC,1925,225,1.7,Z,C,,STE-S006718
"MultiLineString ((437979.96399999997811392 558344.45799999998416752, 437927 558368.75))",,,NZ3758HD15,NZ3758HD07,GRV,,,Z,,,,Z,S,,STE-S007401
"MultiLineString ((437921 558586.25, 437917.5 558405.5))",1920,,NZ37589401,NZ37589501,GRV,300,,VC,1925,300,1.9,Z,C,,STE-S024238
"MultiLineString ((437977 558418.25, 437946.5 558392.5))",,2360,NZ37589301,NZ37589402,GRV,600,,CO,1965,600,5.4,Z,C,,STE-S024921
"MultiLineString ((437946.5 558392.5, 437968.30700000002980232 558372.76800000004004687))",,,NZ37589307,NZ37589301,GRV,1200,,Z,1925,1200,8.3,Z,C,,STE-S007400
"MultiLineString ((437975 558539, 437977 558418.25))",2320,,NZ37589402,NZ37589504,GRV,,,CO,1965,225,2.3,Z,C,,STE-S024239
"MultiLineString ((437975 558382, 437968.30700000002980232 558372.76800000004004687))",,,NZ37589307,NZ37589305,GRV,,,Z,1925,225,2,Z,C,,STE-S024923
"MultiLineString ((437509 558515, 437533.5 558510.5))",,,NZ37585501,NZ37585503,GRV,,975,Z,1915,1050,3.7,Z,C,,STE-S024201
"MultiLineString ((437577 558452, 437500 558458, 437486.5 558459.5))",,,NZ3758HD11,NZ3758HD04,GRV,450,,Z,,,,Z,S,,STE-S007078
"MultiLineString ((437517.1379999999771826 558542.7219999999506399, 437511.5 558533))",1830,,NZ37585502,NZ3758AT01,GRV,,,Z,,,,Z,C,,STE-S1274258
"MultiLineString ((437509.15600000001722947 558312.26100000005681068, 437520.26799999998183921 558292.30599999998230487, 437521 558291))",1200,,NZ37585201,NZ37585305,GRV,600,,CO,1945,600,1.2,Z,S,,STE-S024911
"MultiLineString ((437750.20199999999022111 558265.80700000002980232, 437748.18300000001909211 558264.26000000000931323))",,,NZ3758AT08,NZ3758P036,GRV,,,Z,,,,Z,S,,STE-S1329609
"MultiLineString ((437748.18300000001909211 558264.26000000000931323, 437744.61400000000139698 558261.52599999995436519))",,,NZ37587204,NZ3758AT08,GRV,,,Z,,,,Z,S,,STE-S1329607
"MultiLineString ((437762.89100000000325963 558270.59999999997671694, 437752.10100000002421439 558263.22999999998137355))",,,NZ3758AT09,NZ3758P034,GRV,,,Z,,,,Z,F,,STE-S1329601
"MultiLineString ((437760.7900000000372529 558273.91700000001583248, 437750.20199999999022111 558265.80700000002980232))",,,NZ3758P036,NZ3758P035,GRV,,,Z,,,,Z,S,,STE-S1329600
"MultiLineString ((437768.5 558551, 437761.5 558471.5))",1650,4670,NZ37587402,NZ37587501,GRV,225,,VC,1905,225,3.2,Z,C,,STE-S006717
"MultiLineString ((437844.5 558406, 437757 558424))",,,NZ3758HD05,NZ3758HD06,GRV,300,,Z,,,,Z,S,,STE-S007396
"MultiLineString ((437794.64199999999254942 558262.11899999994784594, 437762.89100000000325963 558270.59999999997671694))",,,NZ3758P034,NZ3758P032,GRV,,,Z,,,,Z,F,,STE-S1329604
"MultiLineString ((437761.5 558471.5, 437777.48900000000139698 558454.09900000004563481, 437778.5 558453))",1680,1700,NZ37587405,NZ37587402,GRV,225,,VC,1905,225,1.7,Z,C,,STE-S007394
"MultiLineString ((437782.5 558449.5, 437795.14899999997578561 558443.62600000004749745, 437796.5 558443))",,,NZ37587403,NZ37587409,GRV,1125,850,BR,1905,1200,4,Z,C,,STE-S024915
"MultiLineString ((437778.5 558453, 437779.62099999998463318 558452.01800000004004687, 437782.5 558449.5))",,1700,NZ37587409,NZ37587405,GRV,225,,VC,1905,225,1.7,Z,C,,STE-S024918
"MultiLineString ((437788 558402, 437795.63599999999860302 558432.5470000000204891, 437796 558434))",2300,2800,NZ37587408,NZ37587404,GRV,150,,Z,1985,150,2.5,Z,F,,STE-S024917
"MultiLineString ((437783 558389.75, 437788 558402))",2150,2700,NZ37587404,NZ37587301,GRV,450,,Z,1925,450,2.6,Z,F,,STE-S024916
"MultiLineString ((437796 558434, 437796.08199999999487773 558435.48899999994318932, 437796.41700000001583248 558441.51000000000931323, 437796.5 558443))",,2300,NZ37587403,NZ37587408,GRV,225,,Z,1905,225,3.2,Z,C,,STE-S007393
"MultiLineString ((437796.62199999997392297 558270.26699999999254942, 437794.64199999999254942 558262.11899999994784594))",,,NZ3758P032,NZ3758P033,GRV,,,Z,,,,Z,F,,STE-S1329610
"MultiLineString ((437801 558451, 437796.5 558443))",,,NZ37587403,NZ37588402,GRV,300,,VC,1905,300,2.9,Z,C,,STE-S007426
"MultiLineString ((437796.5 558443, 437797.93099999998230487 558442.56900000001769513, 437858 558424.5))",,,NZ37588401,NZ37587403,GRV,1200,,X,1905,1200,5.6,Z,C,,STE-S024919
"MultiLineString ((437269.5 558366, 437271.07099999999627471 558346.34499999997206032))",,,NZ37582305,NZ37582307,GRV,,,Z,,,,Z,S,,STE-S025427
"MultiLineString ((437267.5 558555, 437357 558545.5))",,,NZ37583501,NZ37582501,GRV,1000,975,X,1915,1050,2.3,Z,C,,STE-S025686
"MultiLineString ((437277.5 558346.5, 437276.00400000001536682 558346.46299999998882413, 437271.07099999999627471 558346.34499999997206032))",,,NZ37582305,NZ37582301,GRV,,,Z,,,,Z,S,,STE-S007913
"MultiLineString ((437271.07099999999627471 558346.34499999997206032, 437271.59600000001955777 558340.36699999996926636))",,,NZ37582306,NZ37582305,GRV,,,Z,,,,Z,S,,STE-S025428
"MultiLineString ((437280.5 558341, 437279.0129999999771826 558340.893999999971129, 437271.59600000001955777 558340.36699999996926636))",,,NZ37582306,NZ37582302,GRV,,,Z,,,,Z,S,,STE-S007914
"MultiLineString ((437271.59600000001955777 558340.36699999996926636, 437272 558336.5))",,,NZ37582304,NZ37582306,GRV,,,Z,,,,Z,S,,STE-S025426
"MultiLineString ((437302 558528.25, 437306 558531.5))",,,NZ3758P026,NZ3758P027,GRV,,,Z,,,,Z,C,,STE-S025687
"MultiLineString ((437272 558336.5, 437272.1120000000228174 558335.01399999996647239, 437277.00099999998928979 558270.50100000004749745))",,,NZ37582201,NZ37582304,GRV,,,Z,,,,Z,S,,STE-S007911
"MultiLineString ((437398 558456.5, 437306.5 558455.5))",,,NZ3758HD18,NZ3758HD10,GRV,450,,Z,,,,Z,S,,STE-S025432
"MultiLineString ((437306 558531.5, 437367 558526))",,,NZ3758P016,NZ3758P026,GRV,450,,Z,,,,Z,C,,STE-S008172
"MultiLineString ((437393 558323, 437393 558302))",,,NZ37583301,NZ37583303,GRV,,,Z,,,,Z,S,,STE-S007916
"MultiLineString ((437393 558302, 437393 558289.5))",,,NZ37583202,NZ37583301,GRV,,,Z,1945,225,1.6,Z,S,,STE-S025430
"MultiLineString ((437694.3500000000349246 558411.34199999994598329, 437783 558389.75))",,2500,NZ37587301,NZ37586402,PMP,150,,Z,,,,Z,F,,STE-S024949
"MultiLineString ((437393 558289.5, 437393.00099999998928979 558267.5))",,,NZ37583201,NZ37583202,GRV,,,Z,1985,225,1.5,Z,S,,STE-S007915
"MultiLineString ((437738.89299999998183921 558315.60900000005494803, 437723.43800000002374873 558254.24899999995250255))",,,NZ37587203,NZ37587304,GRV,300,,Z,1985,300,1.8,Z,S,,STE-S007614
"MultiLineString ((437713.5 558479.5, 437782.5 558449.5))",,,NZ37587409,NZ37587401,GRV,1125,,Z,1905,1200,5.2,Z,C,,STE-S007395
"MultiLineString ((437087 558575, 437179 558565))",,,NZ37581501,NZ37580501,GRV,1000,975,X,1915,1050,3,Z,C,,STE-S008162
"MultiLineString ((437085 558577, 437087 558575))",,3030,NZ37580501,NZ37580503,GRV,1000,975,Z,1915,1050,3.4,Z,C,,STE-S025673
"MultiLineString ((437114.5 558388.5, 437143.5 558389))",2200,2300,NZ37581301,NZ37581302,GRV,375,,Z,1945,375,2.2,Z,S,,STE-S007909
"MultiLineString ((437188.11499999999068677 558693.15200000000186265, 437105 558703))",4650,4400,NZ37581701,NZ37581601,GRV,450,,,1955,450,4.8,Z,C,,STE-S008163
"MultiLineString ((437131 558433.5, 437143.5 558389))",2200,2500,NZ37581301,NZ37581402,GRV,300,,Z,1945,300,2.4,Z,S,,STE-S025423
"MultiLineString ((437216 558453.75, 437124.5 558453.5))",,,NZ3758HD09,NZ3758HD17,GRV,600,,Z,,,,Z,S,,STE-S025425
"MultiLineString ((437152.5 558315, 437156.4940000000060536 558274.99600000004284084))",,4800,NZ37581201,NZ37581303,GRV,375,,Z,1945,375,4.8,Z,S,,STE-S007908
"MultiLineString ((437143.5 558389, 437152.5 558315))",4800,2200,NZ37581303,NZ37581301,GRV,375,,Z,1945,375,3.5,Z,S,,STE-S025424
"MultiLineString ((437241.11499999999068677 558688.01800000004004687, 437188.11499999999068677 558693.15200000000186265))",4350,,NZ37581601,NZ37582601,GRV,450,,Z,1955,375,4.4,Z,C,,STE-S025678
"MultiLineString ((437179 558565, 437267.5 558555))",,,NZ37582501,NZ37581501,GRV,1000,975,X,1915,1050,2.5,Z,C,,STE-S025680
"MultiLineString ((437220 558538.25, 437243 558536.75))",,,NZ3758P023,NZ3758P014,GRV,450,,Z,,,,Z,C,,STE-S008165
"MultiLineString ((437306.5 558455.5, 437216 558453.75))",,,NZ3758HD17,NZ3758HD18,GRV,,,Z,,,,Z,S,,STE-S025429
"MultiLineString ((437333.18699999997625127 558681.24199999996926636, 437241.11499999999068677 558688.01800000004004687))",,,NZ37582601,NZ37583601,GRV,450,,,,,,Z,C,,STE-S1248016
"MultiLineString ((437239 558533.25, 437243 558536.75))",,,NZ3758P023,NZ3758P024,GRV,,,Z,,,,Z,C,,STE-S025681
"MultiLineString ((437264 558336.25, 437265.49300000001676381 558336.29599999997299165, 437272 558336.5))",,,NZ37582304,NZ37582303,GRV,,,Z,,,,Z,S,,STE-S007912
"MultiLineString ((437243 558536.75, 437306 558531.5))",,1910,NZ3758P026,NZ3758P023,GRV,450,,Z,,,,Z,C,,STE-S008171
"MultiLineString ((438321.25 558413.25, 438320.5 558407.5))",,1420,NZ38583410,NZ38583409,GRV,225,,Z,1945,225,1.4,Z,C,,STE-S024542
"MultiLineString ((438271.25 558423, 438273.5 558398.5))",,1920,NZ38582304,NZ38582403,GRV,300,,Z,1925,300,1.9,Z,C,,STE-S024522
"MultiLineString ((438163 558423.5, 438192.5 558421.5))",,,NZ38581405,NZ38581406,GRV,,,Z,,,,Z,S,,STE-S006994
"MultiLineString ((438328 558418, 438321.25 558413.25))",,1580,NZ38583409,NZ38583408,GRV,225,,Z,1945,225,1.6,Z,C,,STE-S007020
"MultiLineString ((438262 558432.5, 438271.25 558423))",,1210,NZ38582403,NZ38582404,GRV,,,Z,1915,225,1.2,Z,C,,STE-S007004
"MultiLineString ((438208 558428, 438192.5 558421.5))",,,NZ38581405,NZ38582408,GRV,,,Z,,,,Z,S,,STE-S024516
"MultiLineString ((438265.5 558472.5, 438262 558432.5))",,1570,NZ38582404,NZ38582405,GRV,150,,Z,1985,150,1.6,Z,C,,STE-S024526
"MultiLineString ((438237.5 558437.5, 438271.25 558423))",,1550,NZ38582403,NZ38582402,GRV,300,,Z,1985,300,1.6,Z,C,,STE-S024525
"MultiLineString ((438306.5 558470, 438307.20600000000558794 558468.01000000000931323, 438308.06300000002374873 558466.962000000057742, 438310.47200000000884756 558465.88500000000931323, 438324.5 558463.5))",,,NZ38583402,NZ38583401,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S024539
"MultiLineString ((438225 558470, 438237.5 558437.5))",,1520,NZ38582402,NZ38582401,GRV,300,,Z,1985,300,1.5,Z,C,,STE-S007003
"MultiLineString ((438286.25 558490, 438271 558490.5))",,2590,NZ38582406,NZ38582407,GRV,,,Z,1925,225,2.6,Z,C,,STE-S024527
"MultiLineString ((438271 558490.5, 438265.5 558472.5))",,,NZ38582405,NZ38582406,GRV,150,,Z,1985,150,2,Z,C,,STE-S007005
"MultiLineString ((438158.5 558506.75, 438158.75 558497.5))",,1500,NZ38581403,NZ38581501,GRV,225,,Z,1925,225,1.5,Z,S,,STE-S024559
"MultiLineString ((438158.75 558497.5, 438145.5 558499))",,,NZ38581401,NZ38581403,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S006993
"MultiLineString ((437124.5 558453.5, 437032.5 558451.5))",,,NZ3758HD08,NZ3758HD09,GRV,600,,Z,,,,Z,S,,STE-S025422
"MultiLineString ((437031 558430.5, 437131 558433.5))",2500,2100,NZ37581402,NZ37580401,GRV,300,,Z,1945,300,2.3,Z,S,,STE-S007910
"MultiLineString ((438180.5 558289, 438151 558295))",,,NZ38581201,NZ38581206,GRV,,,Z,1925,225,1.8,Z,C,,STE-S024506
"MultiLineString ((438319.99499999999534339 558405, 438310 558282))",,,NZ38583211,NZ38583416,GRV,,,Z,,,,Z,S,,STE-S007014
"MultiLineString ((438148.5 558358.5, 438145.25 558317.5))",,,NZ38581302,NZ38581305,GRV,300,,Z,1925,300,1.8,Z,C,,STE-S006989
"MultiLineString ((438211 558316.5, 438152.25 558322.5))",2600,1560,NZ38581301,NZ38582301,GRV,225,,VC,1925,225,2.2,Z,C,,STE-S024509
"MultiLineString ((438153.5 558347.25, 438152.25 558322.5))",2760,2800,NZ38581301,NZ38581303,GRV,300,,VC,1925,300,2.8,Z,C,,STE-S006987
"MultiLineString ((438152.25 558322.5, 438145.25 558317.5))",,2790,NZ38581302,NZ38581301,GRV,300,,VC,1925,300,6.2,Z,C,,STE-S024510
"MultiLineString ((438272.25 558360, 438280.5 558337))",,,NZ38582308,NZ38582306,GRV,,,Z,,,,Z,S,,STE-S024524
"MultiLineString ((438286.5 558380, 438283 558332))",,1320,NZ38582302,NZ38582303,GRV,300,,Z,1945,300,1.3,Z,C,,STE-S024521
"MultiLineString ((438216 558343, 438186.5 558344.5))",,,NZ38581307,NZ38582305,GRV,,,Z,,,,Z,S,,STE-S006992
"MultiLineString ((438199.5 558392.5, 438216 558343))",,,NZ38582305,NZ38581308,GRV,225,,Z,,,,Z,S,,STE-S007001
"MultiLineString ((438192.5 558421.5, 438186.5 558344.5))",,,NZ38581307,NZ38581405,GRV,,,Z,,,,Z,S,,STE-S024513
"MultiLineString ((438186.5 558344.5, 438167 558346.5))",,,NZ38581309,NZ38581307,GRV,300,,Z,,,,Z,S,,STE-S024514
"MultiLineString ((438273.49499999999534339 558396.49499999999534339, 438274.46199999999953434 558383.12899999995715916, 438272.25 558360))",,,NZ38582306,NZ38582307,GRV,,,Z,,,,Z,S,,STE-S024523
"MultiLineString ((438157 558391.5, 438153.5 558347.25))",2780,,NZ38581303,NZ38581304,GRV,300,,Z,1925,300,2.8,Z,C,,STE-S024511
"MultiLineString ((438273.5 558398.5, 438286.5 558380))",1300,,NZ38582303,NZ38582304,GRV,300,,Z,1965,300,1.3,Z,C,,STE-S007000
"MultiLineString ((438249 558421.25, 438272.25 558360))",,,NZ38582306,NZ38582409,GRV,,,Z,,,,Z,S,,STE-S007002
"MultiLineString ((437446 558524.5, 437499.11499999999068677 558516.62800000002607703, 437500 558516.48199999995995313, 437509 558515))",,,NZ37585503,NZ37584501,GRV,1000,975,X,1915,1050,3.8,Z,C,,STE-S024232
